circular_farmland_073.jpg,1,0,0,0,4,1,1,3,3,1,19,0,21,1,1,1,0,2,4,0,1,3,0,4,1,1,0,1,0,0,0,1,1,22,1,0,2,1,4,1,5,2,6,42,3,2,0,1,1,1,25,0,10,5,2,2,2,1,1,1,2,2,1,4,2,0,1,5,2,1,3,2,0,0,6,1,3,1,0,2,2,18,0,1,0,0,25,1,3,3,0,2,1,0,1,2,2,0,1,1,0,0,5,0,0,0,0,4,3,4,0,1,1,1,2,0,0,0,2,0,2,4,0,0,2,0,0,1,2,11,0,2,5,6,1,0,1,0,2,2,0,2,0,9,4,4,2,3,5,4,4,2,1,1,1,20,11,4,0,1,1,0,1,0,0,0,2,2,2,1,1,5,4,2,6,0,2,0,13,1,0,8,2,2,4,2,0,2,1,1,2,39,0,2,1,1,4,0,4,2
forest_076.jpg,6,9,6,4,1,7,7,1,4,3,1,0,2,1,0,3,6,5,5,4,2,9,9,0,5,9,5,5,4,2,2,0,6,0,2,8,12,9,0,3,0,8,4,0,2,7,11,17,2,3,0,3,0,7,6,5,4,4,10,3,2,13,5,5,2,3,4,0,7,1,0,4,8,5,5,5,3,5,6,1,4,4,2,10,9,12,1,4,7,10,2,6,3,7,0,3,5,3,5,2,4,9,1,5,2,2,5,3,2,1,8,1,8,13,1,4,9,6,3,5,6,9,4,8,3,7,5,6,6,5,1,6,2,0,3,7,8,11,3,8,4,1,4,0,2,3,2,8,3,4,0,10,8,15,7,1,3,6,9,2,6,6,2,7,7,11,0,7,1,4,4,0,4,6,4,7,8,4,1,7,12,2,7,10,4,10,8,1,2,9,6,0,5,7,6,1,9,3,0,1
sparse_residential_052.jpg,2,8,2,0,2,8,3,2,2,3,4,5,2,2,2,0,8,3,1,5,2,4,6,2,7,1,5,2,1,7,6,2,7,2,2,3,1,7,9,2,0,4,2,2,2,3,3,4,2,2,2,1,2,3,1,6,3,2,5,4,4,4,1,2,8,0,3,5,0,0,2,2,10,0,4,11,0,7,7,0,2,3,1,4,3,8,9,1,3,2,3,4,1,2,3,2,4,3,0,3,2,9,2,2,1,13,2,2,3,5,3,3,5,2,4,2,9,6,2,3,1,3,3,9,6,5,5,5,3,4,3,6,2,4,3,5,3,6,4,3,1,1,9,4,5,3,4,4,0,0,2,2,3,5,4,6,2,2,4,4,4,3,1,4,4,5,1,7,1,2,0,0,2,4,1,8,2,3,4,0,1,0,1,2,6,2,6,1,3,1,6,2,2,2,4,0,1,0,2,1
sparse_residential_002.jpg,3,4,4,2,0,4,2,3,3,1,3,2,2,0,0,0,7,1,1,0,1,1,4,1,4,3,1,5,1,6,2,2,1,0,1,3,1,3,4,2,3,4,1,1,0,1,3,2,3,0,2,3,2,4,2,2,1,3,4,12,2,2,2,0,5,2,1,12,2,0,8,2,6,0,3,3,1,2,2,2,2,3,0,1,4,1,14,2,1,0,3,1,1,0,0,2,1,3,3,0,2,5,2,3,0,3,0,0,4,3,4,1,4,3,1,1,4,6,3,3,5,3,4,2,0,2,3,1,3,7,0,2,1,3,0,3,4,0,4,5,1,2,3,1,4,2,2,2,6,0,2,2,2,3,4,2,4,3,2,5,2,0,1,4,5,4,1,2,3,2,1,0,1,4,1,5,1,2,1,2,1,1,2,0,7,0,3,0,2,2,0,1,4,5,4,1,2,3,5,3
dense_residential_024.jpg,1,5,0,2,0,1,3,2,0,0,19,2,3,4,1,1,1,3,1,9,0,0,13,1,0,3,1,1,0,0,1,1,6,1,3,1,0,5,12,6,7,7,1,3,1,3,1,6,1,0,0,1,2,1,0,1,0,1,0,1,1,0,0,2,1,2,5,5,0,8,2,2,4,2,0,12,1,0,0,5,7,2,4,1,1,7,2,0,6,0,0,9,0,1,2,4,2,0,2,0,2,0,14,2,5,1,3,2,2,2,4,7,0,0,1,1,0,2,3,1,3,0,3,0,1,0,1,1,0,9,4,3,1,3,0,1,1,0,0,0,7,6,2,2,1,0,12,2,1,8,2,0,1,1,0,2,3,0,2,2,1,5,1,1,2,0,6,2,9,0,5,7,3,0,0,0,1,1,9,1,0,0,4,0,2,0,1,3,1,1,1,10,2,3,3,4,0,7,1,4
cloud_052.jpg,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,2,1,0,2,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,3,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
sparse_residential_036.jpg,2,1,5,2,9,2,2,8,0,3,1,17,4,0,1,4,0,2,1,1,4,6,1,2,7,0,1,1,14,9,2,3,3,0,1,2,5,1,5,2,2,2,2,0,1,3,0,2,2,1,3,3,3,2,11,5,1,2,7,3,4,4,1,5,2,1,1,1,0,2,3,6,3,2,2,2,5,2,2,1,2,3,2,5,2,1,4,1,4,3,3,1,1,0,2,2,3,0,0,0,0,5,5,3,3,6,3,3,4,2,2,1,3,1,2,6,4,6,5,5,1,2,1,3,8,1,4,2,5,0,2,1,2,7,4,1,4,3,1,0,1,3,5,3,3,0,10,2,2,1,2,2,1,3,4,8,4,5,2,7,2,3,0,2,3,4,0,5,2,2,1,0,5,1,3,2,2,4,0,6,3,1,6,2,7,2,5,1,1,1,4,0,2,2,5,0,5,0,6,1
desert_072.jpg,1,1,0,0,0,0,0,0,1,6,0,0,0,4,1,2,2,0,4,0,0,0,0,0,0,0,5,0,1,0,3,0,0,4,5,0,0,0,1,0,2,0,0,0,0,2,1,0,0,0,0,1,8,0,0,4,2,0,1,0,1,1,0,0,0,2,1,6,0,5,0,0,2,4,0,2,1,2,0,0,0,0,5,0,3,2,0,0,0,0,0,0,0,1,11,1,0,1,1,0,0,0,2,0,0,0,1,1,1,2,0,0,2,1,0,0,0,1,0,0,0,0,1,2,0,0,1,1,6,0,0,3,7,0,0,3,0,0,1,0,0,0,0,0,0,3,0,0,1,0,2,0,0,1,0,1,0,0,1,0,1,0,0,0,3,1,0,1,1,0,0,0,1,0,2,0,0,0,0,1,4,0,1,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,1
circular_farmland_033.jpg,4,3,3,10,1,4,2,2,3,0,5,6,3,0,2,1,3,2,0,3,1,4,1,0,0,7,0,4,1,8,3,0,1,4,2,1,1,1,2,3,1,3,2,1,1,6,3,1,3,2,2,0,4,3,0,1,5,3,1,2,1,2,5,2,5,4,2,1,1,1,0,3,0,1,1,6,2,6,5,1,5,3,0,1,6,3,1,1,0,2,0,2,2,4,0,1,3,1,2,3,1,3,0,2,4,1,2,6,0,2,1,0,7,2,1,4,2,3,0,3,3,4,0,9,2,9,1,3,1,0,3,3,2,4,0,1,3,1,5,2,0,1,1,0,3,3,2,1,5,3,0,5,4,3,3,2,1,5,2,1,1,1,2,2,1,1,0,2,2,1,3,3,2,2,2,0,5,2,2,2,4,1,3,2,3,2,4,1,3,3,7,4,3,1,1,1,3,0,1,2
sparse_residential_048.jpg,1,6,2,7,0,7,0,0,5,0,1,6,6,0,0,0,7,1,0,1,0,0,2,1,1,3,1,0,2,7,7,0,3,11,1,1,0,1,1,0,0,0,2,0,2,1,2,1,2,2,1,2,1,6,1,5,5,4,1,4,3,1,3,0,7,0,3,9,1,0,0,3,3,1,0,4,3,1,2,0,1,1,3,1,2,1,4,5,3,1,1,1,1,2,0,3,1,1,1,0,1,0,6,1,1,2,4,2,3,2,4,0,0,1,0,2,5,1,2,2,3,0,0,0,1,5,4,2,0,0,1,0,1,0,6,4,1,3,0,2,0,1,1,1,2,2,0,9,2,2,2,0,3,1,3,0,8,4,0,1,2,4,1,1,0,0,3,2,2,2,3,1,5,1,0,2,2,2,1,1,5,1,2,1,2,2,0,2,0,0,1,3,8,0,0,1,1,1,0,2
